Human Target,GO Category,Drug(s),M. musculus,Similarity (%),G. gallus,Similarity (%),X. tropicalis,Similarity (%),X. laevis,Similarity (%),G. aculeatus,Similarity (%),D. rerio,Similarity (%),D. melanogaster,Similarity (%),D. pulex,Similarity (%),C. elegans,Similarity (%),A. thaliana,Similarity (%),C. reinhardtii,Similarity (%),D. discoideum,Similarity (%),S. cerevisiae,Similarity (%),T. thermophila,Similarity (%),E. coli,Similarity (%),S. elongatus,Similarity (%)
"Q02809|PLOD1_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 precursor - Homo sapiens",Enzyme,"Vitamin C(DB00126), Succinic acid(DB00139), Minoxidil(DB00350)","ENSMUSP00000019199|Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 precursor (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1). [Source:Uniprot/SWISSPROT;Acc:Q9R0E2]",91.35,"ENSGALP00000007204|Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 precursor (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1). [Source:Uniprot/SWISSPROT;Acc:P24802]",76.1,"ENSXETP00000028629|Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 precursor (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1). [Source:Uniprot/SWISSPROT;Acc:Q02809]",62.86,gi|54038674|gb|AAH84287| 'LOC495112 protein [Xenopus laevis]',69.92,"ENSGACP00000017542|Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 precursor (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1). [Source:Uniprot/SWISSPROT;Acc:Q02809]",65.06,ENSDARP00000077830|zgc:152876 [Source:RefSeq_peptide;Acc:NP_001071210],65.34,"FBpp0075918 type=protein; loc=3L:complement(11191526..11191810,11191870..11192304,11192366..11192492,11195315..11195440,11195500..11195601,11195722..11195975,11196043..11196574,11196633..11196772,11198005..11198090,11198834..11198912); ID=FBpp0075918; name=CG6199-PB; parent=FBgn0036147,FBtr0076188; dbxref=GB_protein:AAN11883.1,FlyBase:FBpp0075918,FlyBase_Annotation_IDs:CG6199-PB,GB_protein:AAN11883; MD5=e3a7c91f0f47dd6eb183a5e0e6789562; length=721; release=r5.6; species=Dmel;",42.9,jgi|Dappu1|217067|estExt_Genewise1.C_940068,49.93,"F52H3.1 CE03397 WBGene00002497 locus:let-268 procollagen-lysine,2-oxoglutarate 5-dioxygenase precusor status:Partially_confirmed SW:Q20679 protein_id:CAA91321.1",42.91,"AT1G22950.1 | Symbols:  | oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors | chr1:8125280-8127157 REVERSE",7.7,jgi|Chlre3|176992,11,DDB0238123 |Protein| gene: geneDDB0238123 on chromosome: 1 position 4659316 to 4660875,12.55,YKL101W|serine/threonine protein kinase,12.97,309.m00011 TTHERM_01286930 Protein kinase domain containing protein,8.64,"b0334 orf, hypothetical protein (prpD) {Escherichia coli K12-MG1655}",10.04,syc0565_d hypothetical protein {Synechococcus elongatus PCC 6301},4.68
Q02817|MUC2_HUMAN Mucin-2 precursor - Homo sapiens,Other,Pranlukast(DB01411),ENSMUSP00000026590|Colonic mucin MUC2 (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q9Z2U5],20.93,ENSGALP00000010853,13.66,"ENSXETP00000034730|Mucin-5B precursor (Mucin 5 subtype B, tracheobronchial) (High molecular weight salivary mucin MG1) (Sublingual gland mucin). [Source:Uniprot/SWISSPROT;Acc:Q9HC84] [from human gene ENSG00000117983]",13.18,gi|1839052|gb|CAA69604| 'integumentary mucin B.1 [Xenopus laevis]',7.77,ENSGACP00000018612|Mucin-2 precursor (Intestinal mucin-2). [Source:Uniprot/SWISSPROT;Acc:Q02817],14.92,ENSDARP00000088689,28.84,"FBpp0075495 type=protein; loc=3L:join(13839308..13839414,13839946..13840041,13840122..13840286,13840348..13840740,13840798..13840925,13840982..13841077,13841181..13841378,13841491..13841654,13841711..13841868,13841930..13842084,13842150..13842752,13842895..13844013,13844096..13844989,13845042..13845590,13845667..13846989,13847054..13847132,13847194..13847443,13847497..13848244,13848305..13848790,13848851..13849357,13849422..13849905,13849970..13851747,13851806..13852018,13852080..13852535,13852592..13852848,13852906..13853031); ID=FBpp0075495; name=Hml-PA; parent=FBgn0029167,FBtr0075753; dbxref=GB_protein:AAF49795.2,FlyBase:FBpp0075495,FlyBase_Annotation_IDs:CG7002-PA,GB_protein:AAF49795; MD5=c3094dd96d4c2f80b7eff17c7e19be08; length=3843; release=r5.6; species=Dmel;",10.54,jgi|Dappu1|303213|PASA_GEN_0200343,10.68,"T01D3.6b CE18164 WBGene00011330 EGF-like domain, Fibrinogen beta and gamma chains, C-terminal globular domain status:Confirmed TR:O02364 protein_id:CAB03263.1",3.34,AT5G03700.1 | Symbols:  | PAN domain-containing protein | chr5:965873-967321 REVERSE,1.24,jgi|Chlre3|17807,2.8,No Hit,0,No Hit,0,3699.m00235 TTHERM_00129550 hypothetical protein,4.92,"b1671 putative oxidoreductase, Fe-S subunit {Escherichia coli K12-MG1655}",0.97,syc2075_d translation initiation factor IF-2 (infB) {Synechococcus elongatus PCC 6301},2.45
Q02928|CP4AB_HUMAN Cytochrome P450 4A11 precursor - Homo sapiens,Enzyme,NADH(DB00157),ENSMUSP00000061126|Cytochrome P450 4A10 (EC 1.14.15.3) (CYPIVA10) (Lauric acid omega- hydroxylase) (P450-LA-omega 1) (P452). [Source:Uniprot/SWISSPROT;Acc:O88833],75.92,ENSGALP00000017026|Cytochrome P450 4B1 (EC 1.14.14.1) (CYPIVB1) (P450-HP). [Source:Uniprot/SWISSPROT;Acc:P13584],53.55,ENSXETP00000035697|Hypothetical protein LOC550102. [Source:Uniprot/SPTREMBL;Acc:Q4QQR3],53.83,gi|147899440|ref|NP_001091126| 'hypothetical protein LOC100036876 [Xenopus laevis]',55.75,ENSGACP00000018421|Cytochrome P450 4B1 (EC 1.14.14.1) (CYPIVB1) (P450-HP). [Source:Uniprot/SWISSPROT;Acc:P13584],47.7,"ENSDARP00000022208|cytochrome P450, family 4 [Source:RefSeq_peptide;Acc:NP_954686]",49.04,"FBpp0073845 type=protein; loc=X:complement(15007965..15008140,15008731..15009437,15009505..15009958,15010255..15010405); ID=FBpp0073845; name=Cyp4s3-PA; parent=FBgn0030615,FBtr0074028; dbxref=FlyBase:FBpp0073845,FlyBase_Annotation_IDs:CG9081-PA,GB_protein:AAF48426.1,GB_protein:AAF48426; MD5=ada849d6ad2fe09dd7db7aa671945229; length=495; release=r5.6; species=Dmel;",31.63,jgi|Dappu1|311593|NCBI_GNO_0400367,33.64,Y17G9B.3 CE41715 WBGene00021200 locus:cyp-31A3 cytochrome P450 status:Partially_confirmed TR:Q9N574 protein_id:AAF60444.2,31.94,"AT2G26710.1 | Symbols: BAS1, CYP734A1 | BAS1/CYP734A1 (PHYB ACTIVATION TAGGED SUPPRESSOR 1); oxygen binding / steroid hydroxylase | chr2:11387778-11390491 FORWARD",23.97,jgi|Chlre3|196742,24.57,DDB0232988 |Protein| gene: CYP516A1 on chromosome: 6 position 1087783 to 1089433,20,YMR015C|C-22 sterol desaturase,17.93,19.m00305 TTHERM_00227020 Cytochrome P450 family protein,21.59,b1114 transcription-repair coupling factor; mutation frequency decline (mfd) {Escherichia coli K12-MG1655},13.57,syc0188_c cytochrome P450 {Synechococcus elongatus PCC 6301},18.85
Q03013|GSTM4_HUMAN Glutathione S-transferase Mu 4 - Homo sapiens,Enzyme,Glutathione(DB00143),"ENSMUSP00000029489|glutathione S-transferase, mu 4 [Source:RefSeq_peptide;Acc:NP_081040]",87.16,ENSGALP00000016919|Glutathione-requiring prostaglandin D synthase (EC 5.3.99.2) (Glutathione-dependent PGD synthetase) (Prostaglandin-H2 D-isomerase) (Hematopoietic prostaglandin D synthase) (H-PGDS). [Source:Uniprot/SWISSPROT;Acc:O73888],24.09,ENSXETP00000004318|MGC89299 protein. [Source:Uniprot/SPTREMBL;Acc:Q6DIR0],66.06,gi|32484222|gb|AAH54171| 'Gstm2-prov protein [Xenopus laevis]',66.51,ENSGACP00000010161,63.3,ENSDARP00000004830|glutathione S-transferase pi [Source:RefSeq_peptide;Acc:NP_571809],25.45,"FBpp0099646 type=protein; loc=2R:complement(12981566..12981733,12981821..12981963,12982034..12982201,12982270..12982540); ID=FBpp0099646; name=GstS1-PC; parent=FBgn0010226,FBtr0100258; dbxref=FlyBase_Annotation_IDs:CG8938-PC,FlyBase:FBpp0099646,GB_protein:AAM68496.1,GB_protein:AAM68496; MD5=310597df1275e46a7e40d804373f88e1; length=249; release=r5.6; species=Dmel;",20.54,jgi|Dappu1|230303|estExt_fgenesh1_kg.C_40013,50,R107.7 CE00302 WBGene00001749 locus:gst-1 glutathione S-transferase status:Confirmed SW:P10299 protein_id:CAA78471.1,27.48,"AT2G30870.1 | Symbols: ERD13, ATGSTF4, ATGSTF10 | ATGSTF10 (EARLY DEHYDRATION-INDUCED 13); glutathione transferase | chr2:13148567-13149469 FORWARD",18.88,jgi|Chlre3|194224,23.18,DDB0231408 |Protein| gene: geneDDB0231408 on chromosome: 4 position 855359 to 856264,21.82,YGL229C|Sit4p-associated protein,15.79,"3736.m00052 TTHERM_00661640 Glutathione S-transferase, N-terminal domain containing protein",31.86,"b4378 orf, hypothetical protein (yjjV) {Escherichia coli K12-MG1655}",10.41,syc0295_c glutathione S-transferase (gst) {Synechococcus elongatus PCC 6301},17.89
Q03154|ACY1_HUMAN Aminoacylase-1 - Homo sapiens,Enzyme,L-Aspartic Acid(DB00128),ENSMUSP00000024031|Aminoacylase-1 (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase) (ACY-1). [Source:Uniprot/SWISSPROT;Acc:Q99JW2],85.29,ENSGALP00000001025|hypothetical protein LOC419838 [Source:RefSeq_peptide;Acc:NP_001026086],19.24,ENSXETP00000000158|Aminoacylase 1. [Source:Uniprot/SPTREMBL;Acc:Q5M794],60.05,gi|147903298|ref|NP_001086906| 'aminoacylase 1 [Xenopus laevis]',59.07,ENSGACP00000002025|Aminoacylase-1 (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase) (ACY-1). [Source:Uniprot/SWISSPROT;Acc:Q03154],59.8,ENSDARP00000056151|hypothetical protein LOC393970 [Source:RefSeq_peptide;Acc:NP_957289],60.54,"FBpp0081799 type=protein; loc=3R:complement(6501362..6501566,6501625..6501758,6501816..6502099,6502164..6502310,6502372..6502716,6502792..6502882); ID=FBpp0081799; name=CG6465-PA; parent=FBgn0037818,FBtr0082323; dbxref=FlyBase:FBpp0081799,FlyBase_Annotation_IDs:CG6465-PA,GB_protein:AAG22139.1,GB_protein:AAG22139; MD5=e76fb1b312de280864499481d258a697; length=401; release=r5.6; species=Dmel;",47.43,jgi|Dappu1|48442|e_gw1.16.236.1,50.98,C10C5.5 CE36099 WBGene00007509 aminoacylase-1 status:Partially_confirmed TR:Q17900 protein_id:CAA92446.2,46.21,"AT4G38220.1 | Symbols:  | aminoacylase, putative / N-acyl-L-amino-acid amidohydrolase, putative | chr4:17925245-17926913 FORWARD",41.83,jgi|Chlre3|144604,22.11,DDB0201767 |Protein| gene: JC1V2_0_01222 on chromosome: 1 position 3048022 to 3049597,43.1,YJL172W|vacuolar carboxypeptidase yscS,15.27,3686.m00038 TTHERM_00470770 cyclic nucleotide-binding domain containing protein,9.71,b2472 N-succinyl-diaminopimelate deacylase (dapE) [3.5.1.18] {Escherichia coli K12-MG1655},19.76,syc1085_c hypothetical protein {Synechococcus elongatus PCC 6301},10.78
Q03181|PPARD_HUMAN Peroxisome proliferator-activated receptor delta - Homo sapiens,Receptor,"Icosapent(DB00159), Treprostinil(DB00374), Sulindac(DB00605)",ENSMUSP00000002320|Peroxisome proliferator-activated receptor delta (PPAR-delta) (PPAR- beta) (Nuclear receptor subfamily 1 group C member 2) (Nuclear hormone receptor 1) (NUC1). [Source:Uniprot/SWISSPROT;Acc:P35396],92.29,"ENSGALP00000004067|peroxisome proliferative activated receptor, delta [Source:RefSeq_peptide;Acc:NP_990059]",86.94,ENSXETP00000033104|Peroxisome proliferator-activated receptor delta (PPAR-delta) (PPAR- beta) (Nuclear receptor subfamily 1 group C member 2) (Nuclear hormone receptor 1) (NUC1) (NUCI). [Source:Uniprot/SWISSPROT;Acc:Q03181],60.32,gi|585719|sp|P37232| 'Peroxisome proliferator-activated receptor alpha (PPAR-alpha) (Nuclear receptor subfamily 1 group C member 1)',63.12,ENSGACP00000010980|Peroxisome proliferator-activated receptor delta (PPAR-delta) (PPAR- beta) (Nuclear receptor subfamily 1 group C member 2) (Nuclear hormone receptor 1) (NUC1) (NUCI). [Source:Uniprot/SWISSPROT;Acc:Q03181],70.51,ENSDARP00000023084|Peroxisome proliferator-activated receptor beta 2 (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q90Z66],70.52,"FBpp0074915 type=protein; loc=3L:complement(17946741..17948149,17948315..17949323,17952482..17952720,17962463..17962607,17986008..17986096,17991523..17992231); ID=FBpp0074915; name=Eip75B-PC; parent=FBgn0000568,FBtr0075149; dbxref=FlyBase:FBpp0074915,FlyBase_Annotation_IDs:CG8127-PC,GB_protein:AAN11687.1,GB_protein:AAN11687; MD5=c67f24efa721324a6739392dbf78f9e4; length=1199; release=r5.6; species=Dmel;",25.84,jgi|Dappu1|205205|estExt_Genewise1.C_10395,29.22,W05B5.3a CE26023 WBGene00003675 locus:nhr-85 Ligand-binding domain of nuclear hormone receptors status:Confirmed SW:Q9XUK7 protein_id:CAC14397.1,20.61,AT1G50570.2 | Symbols:  | C2 domain-containing protein | chr1:18730068-18731234 REVERSE,12.67,jgi|Chlre3|186851,10.76,DDB0252564 |Protein| gene: geneDDB0252564 on chromosome: 2 position 7760567 to 7763224,11.4,YCR106W|transcription factor,9.94,3692.m00089 TTHERM_00295160 Insect antifreeze protein,7.7,b1699 flavoprotein; probably electron transport (ydiS) {Escherichia coli K12-MG1655},10.99,syc0402_c hypothetical protein {Synechococcus elongatus PCC 6301},10.41
Q03405|UPAR_HUMAN Urokinase plasminogen activator surface receptor precursor - Homo sapiens,Receptor,"Alteplase(DB00009), Urokinase(DB00013), Reteplase(DB00015), Anistreplase(DB00029), Tenecteplase(DB00031), Streptokinase(DB00086)","ENSMUSP00000002284|Urokinase plasminogen activator surface receptor, GPI-anchored form precursor (uPAR) (U-PAR) (CD87 antigen). [Source:Uniprot/SWISSPROT;Acc:P35456]",59.64,ENSGALP00000028171,14.2,ENSXETP00000053923|Urokinase plasminogen activator surface receptor precursor (uPAR) (U- PAR) (Monocyte activation antigen Mo3) (CD87 antigen). [Source:Uniprot/SWISSPROT;Acc:Q03405] [from human gene ENSG00000011422],15.25,gi|62471498|gb|AAH93553| 'MGC115323 protein [Xenopus laevis]',17.46,ENSGACP00000003608|Ly6/PLAUR domain-containing protein 1 precursor (Putative HeLa tumor suppressor) (PHTS). [Source:Uniprot/SWISSPROT;Acc:Q8N2G4],8.36,ENSDARP00000090515,12.84,No Hit,0,jgi|Dappu1|191209|estExt_Genewise1Plus.C_30403,11.56,"T26H2.9 CE31072 WBGene00003669 locus:nhr-79 Zinc finger, C4 type (two domains) status:Confirmed SW:O18141 protein_id:CAB04850.2",11.97,"AT4G14700.1 | Symbols: ATORC1A, ORC1A | ATORC1A/ORC1A (ORIGIN OF REPLICATION COMPLEX 1A); DNA binding | chr4:8422231-8424660 FORWARD",11.2,jgi|Chlre3|187038,11.05,No Hit,0,YLR087C|conserved fungal protein,9.11,7.m00336 TTHERM_00099890 hypothetical protein,12.82,b2147 putative oxidoreductase (yeiA) {Escherichia coli K12-MG1655},10.97,syc2390_d GDP-fucose synthetase NAD dependent epimerase/dehydratase (wcaG) {Synechococcus elongatus PCC 6301},11.11
Q04609|FOLH1_HUMAN Glutamate carboxypeptidase 2 - Homo sapiens,Enzyme,"Capromab(DB00089), L-Glutamic Acid(DB00142)",ENSMUSP00000001824|Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Glutamate carboxypeptidase II) (Membrane glutamate carboxypeptidase) (mGCP) (N- acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Pteroylpoly-gamma-glutamate carboxypeptidase) (Folylpoly-gamma- gluta [Source:Uniprot/SWISSPROT;Acc:O35409],84.71,ENSGALP00000027805,74.57,ENSXETP00000025661|MGC69500 protein. [Source:Uniprot/SPTREMBL;Acc:Q5BL58],69.2,gi|148232292|ref|NP_001089576| 'hypothetical protein LOC734632 [Xenopus laevis]',68.13,ENSGACP00000010517|N-acetylated-alpha-linked acidic dipeptidase 2 (EC 3.4.17.21) (N- acetylated-alpha-linked acidic dipeptidase II) (NAALADase II). [Source:Uniprot/SWISSPROT;Acc:Q9Y3Q0],62.37,ENSDARP00000016784|hypothetical protein LOC393247 [Source:RefSeq_peptide;Acc:NP_956571],63.87,"FBpp0082055 type=protein; loc=3R:8232446..8233741; ID=FBpp0082055; name=CG5167-PA; parent=FBgn0038038,FBtr0082583; dbxref=FlyBase:FBpp0082055,FlyBase_Annotation_IDs:CG5167-PA,GB_protein:AAF54804.1,GB_protein:AAF54804; MD5=be72ccc51b7b4f0b0ee6033ba8bfa799; length=431; release=r5.6; species=Dmel;",9.73,jgi|Dappu1|303125|PASA_GEN_0200217,38.39,R57.1c CE12844 WBGene00020082 status:Confirmed TR:Q4Z8H5 protein_id:AAX88809.1,31.66,AT5G19740.1 | Symbols:  | peptidase M28 family protein | chr5:6673988-6676769 FORWARD,31.08,jgi|Chlre3|154659,12.13,DDB0186702 |Protein| gene: BC4V2_0_01456 on chromosome: 4 position 3703536 to 3705269,9.97,YJR126C|protease,22.29,3835.m00598 TTHERM_00596540 Peptidase family M28 containing protein,13.16,"b0184 DNA polymerase III, alpha subunit (dnaE) [2.7.7.7] {Escherichia coli K12-MG1655}",13.57,syc1576_d hypothetical protein {Synechococcus elongatus PCC 6301},9.2
Q04760|LGUL_HUMAN Lactoylglutathione lyase - Homo sapiens,Enzyme,Glutathione(DB00143),ENSMUSP00000024823|Lactoylglutathione lyase (EC 4.4.1.5) (Methylglyoxalase) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (S-D- lactoylglutathione methylglyoxal lyase). [Source:Uniprot/SWISSPROT;Acc:Q9CPU0],90.22,ENSGALP00000016450|Lactoylglutathione lyase (EC 4.4.1.5) (Methylglyoxalase) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (S-D- lactoylglutathione methylglyoxal lyase). [Source:Uniprot/SWISSPROT;Acc:Q04760],80.98,ENSXETP00000023525|Lactoylglutathione lyase (EC 4.4.1.5) (Methylglyoxalase) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (S-D- lactoylglutathione methylglyoxal lyase). [Source:Uniprot/SWISSPROT;Acc:Q04760],56.52,gi|147906499|ref|NP_001086524| 'MGC82317 protein [Xenopus laevis]',75,ENSGACP00000019581|Lactoylglutathione lyase (EC 4.4.1.5) (Methylglyoxalase) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (S-D- lactoylglutathione methylglyoxal lyase). [Source:Uniprot/SWISSPROT;Acc:Q04760],71.74,ENSDARP00000033128|glyoxalase 1 [Source:RefSeq_peptide;Acc:NP_998316],69.02,"FBpp0088085 type=protein; loc=2R:complement(3281174..3281294,3281353..3281466,3282936..3283022,3283095..3283231,3283300..3283371); ID=FBpp0088085; name=CG1707-PA; parent=FBgn0033162,FBtr0089013; dbxref=FlyBase:FBpp0088085,FlyBase_Annotation_IDs:CG1707-PA,GB_protein:AAF59267.1,GB_protein:AAF59267; MD5=d5514c94caaea7ca61837963d37ced6e; length=176; release=r5.6; species=Dmel;",64.13,jgi|Dappu1|231858|estExt_fgenesh1_kg.C_2300001,62.5,D2030.5 CE09082 WBGene00008415 locus:mce-1 B.subtilis YQJC protein like status:Confirmed TR:P90791 protein_id:CAA98118.1,17.3,"AT1G08110.4 | Symbols:  | lactoylglutathione lyase, putative / glyoxalase I, putative | chr1:2535460-2537627 FORWARD",54.05,jgi|Chlre3|106176,62.9,DDB0230987 |Protein| gene: gloA on chromosome: 6 position 28140 to 28759,27.42,YML004C|glyoxalase I,39.46,1.m00629 TTHERM_00002730 hypothetical protein,10.19,b1651 lactoylglutathione lyase (gloA) {Escherichia coli K12-MG1655},26.88,syc0887_d lactoylglutathione lyase (gloA) {Synechococcus elongatus PCC 6301},27.42
Q04771|ACVR1_HUMAN Activin receptor type-1 precursor - Homo sapiens,Enzyme;Receptor,Adenosine triphosphate(DB00171),ENSMUSP00000108218|Activin receptor type-1 precursor (EC 2.7.11.30) (Activin receptor type I) (ACTR-I) (Serine/threonine-protein kinase receptor R1) (SKR1) (TGF-B superfamily receptor type I) (TSR-I) (TSK-7L). [Source:Uniprot/SWISSPROT;Acc:P37172],98.43,ENSGALP00000020469|Activin receptor type-1 precursor (EC 2.7.11.30) (Activin receptor type I) (Type I TGF B receptor). [Source:Uniprot/SWISSPROT;Acc:Q90ZK6],62.87,ENSXETP00000022799,81.34,gi|50414693|gb|AAH77763| 'Sax protein [Xenopus laevis]',81.53,ENSGACP00000007677|Activin receptor type-1 precursor (EC 2.7.11.30) (Activin receptor type I) (ACTR-I) (Serine/threonine-protein kinase receptor R1) (SKR1) (Activin receptor-like kinase 2) (ALK-2) (TGF-B superfamily receptor type I) (TSR-I). [Source:Uniprot/SWISSPROT;Acc:Q04771],72.89,"ENSDARP00000088506|ACVR1 activin A receptor, type I [Source:RefSeq_peptide;Acc:NP_571420]",64.83,"FBpp0087908 type=protein; loc=2R:join(3694043..3694103,3694577..3694706,3695074..3695149,3695213..3695871,3696015..3696425,3696487..3696712,3696775..3696924); ID=FBpp0087908; name=sax-PA; parent=FBgn0003317,FBtr0088832; dbxref=FlyBase:FBpp0087908,FlyBase_Annotation_IDs:CG1891-PA,GB_protein:AAF59189.1,GB_protein:AAF59189; MD5=3234502cd361d57c81c2462b76b73da7; length=570; release=r5.6; species=Dmel;",48.79,jgi|Dappu1|229681|estExt_fgenesh1_pg.C_2380008,48.74,C32D5.2 CE01842 WBGene00004860 locus:sma-6 Activin receptor status:Confirmed SW:Q09488 protein_id:AAC46790.1,29.08,"AT2G24360.1 | Symbols:  | serine/threonine/tyrosine kinase, putative | chr2:10371822-10373155 REVERSE",16.5,jgi|Chlre3|146782,14.55,DDB0229954 |Protein| gene: drkB on chromosome: 5 position 3147575 to 3149927,14.43,YHR102W|serine/threonine protein kinase,8.21,3717.m00027 TTHERM_00522150 protein kinase domain,15.31,"b1673 orf, hypothetical protein {Escherichia coli K12-MG1655}",11.14,syc0923_d similar to serine/threonine kinase {Synechococcus elongatus PCC 6301},7.75
Q04828|AK1C1_HUMAN Aldo-keto reductase family 1 member C1 - Homo sapiens,Enzyme,NADH(DB00157),ENSMUSP00000021630|Estradiol 17 beta-dehydrogenase 5 (EC 1.1.1.-) (17-beta-HSD 5). [Source:Uniprot/SWISSPROT;Acc:P70694],76.78,ENSGALP00000020904|3-oxo-5-beta-steroid 4-dehydrogenase (EC 1.3.1.3) (Delta(4)-3- ketosteroid 5-beta-reductase) (Aldo-keto reductase family 1 member D1). [Source:Uniprot/SWISSPROT;Acc:P51857],62.04,ENSXETP00000025269|MGC89235 protein. [Source:Uniprot/SPTREMBL;Acc:Q6DIT4],65.63,gi|148231135|ref|NP_001079568| 'similar to hydroxysteroid (17-beta) dehydrogenase 5 [Xenopus laevis]',65.63,ENSGACP00000004783|3-oxo-5-beta-steroid 4-dehydrogenase (EC 1.3.1.3) (Delta(4)-3- ketosteroid 5-beta-reductase) (Aldo-keto reductase family 1 member D1). [Source:Uniprot/SWISSPROT;Acc:P51857],57.1,ENSDARP00000018404|hypothetical protein LOC415138 [Source:RefSeq_peptide;Acc:NP_001002048],48.3,"FBpp0075870 type=protein; loc=3L:complement(11613720..11613765,11614314..11614522,11614583..11615066,11615133..11615275,11616648..11616716); ID=FBpp0075870; name=CG6084-PA; parent=FBgn0086254,FBtr0076139; dbxref=FlyBase:FBpp0075870,FlyBase_Annotation_IDs:CG6084-PA,GB_protein:AAF50039.2,GB_protein:AAF50039; MD5=cbf6356c857420c63ac5dcc02346e85e; length=316; release=r5.6; species=Dmel;",47.99,jgi|Dappu1|45302|e_gw1.9.93.1,47.99,Y39G8B.1a CE21733 WBGene00012722 status:Confirmed TR:Q9NAI5 protein_id:CAB54385.1,41.05,AT2G37790.1 | Symbols:  | aldo/keto reductase family protein | chr2:15845916-15847830 FORWARD,38.08,jgi|Chlre3|158244,35.37,DDB0231282 |Protein| gene: alrB on chromosome: 4 position 2618768 to 2619789,39.51,YHR104W|xylose reductase,36.09,"213.m00045 TTHERM_01051730 oxidoreductase, aldo/keto reductase family protein",32.51,"b3012 orf, hypothetical protein (yqhE) {Escherichia coli K12-MG1655}",28.79,syc1471_d hypothetical protein {Synechococcus elongatus PCC 6301},17.4
Q05329|DCE2_HUMAN Glutamate decarboxylase 2 - Homo sapiens,Enzyme,L-Glutamic Acid(DB00142),ENSMUSP00000028123|Glutamate decarboxylase 2 (EC 4.1.1.15) (Glutamate decarboxylase 65 kDa isoform) (GAD-65) (65 kDa glutamic acid decarboxylase). [Source:Uniprot/SWISSPROT;Acc:P48320],95.73,ENSGALP00000012254|Glutamic acid decarboxylase isoform 65 (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q9DDL1],78.29,ENSXETP00000040860|Glutamate decarboxylase 1 (EC 4.1.1.15) (Glutamate decarboxylase 67 kDa isoform) (GAD-67) (67 kDa glutamic acid decarboxylase). [Source:Uniprot/SWISSPROT;Acc:Q99259],61.78,gi|163915573|gb|AAI57451| 'Unknown (protein for IMAGE:8328787) [Xenopus laevis]',56.8,ENSGACP00000006668|Glutamate decarboxylase 1 (EC 4.1.1.15) (Glutamate decarboxylase 67 kDa isoform) (GAD-67) (67 kDa glutamic acid decarboxylase). [Source:Uniprot/SWISSPROT;Acc:Q99259],63.51,ENSDARP00000034747|hypothetical protein LOC550403 [Source:RefSeq_peptide;Acc:NP_001017708],76.45,"FBpp0073133 type=protein; loc=3L:complement(4075365..4075538,4075596..4075940,4076799..4076877,4078750..4078817,4078926..4079494,4082403..4082639,4084730..4084790); ID=FBpp0073133; name=Gad1-PC; parent=FBgn0004516,FBtr0073277; dbxref=FlyBase:FBpp0073133,FlyBase_Annotation_IDs:CG14994-PC,GB_protein:AAN11582.1,GB_protein:AAN11582; MD5=67339bcbeb6f20c036f90e4eb3edba3d; length=510; release=r5.6; species=Dmel;",46.17,jgi|Dappu1|129671|fgenesh1_pm.C_scaffold_87000010,44.03,Y37D8A.23a CE20226 WBGene00006762 locus:unc-25 Pyridoxal-dependent decarboxylase conserved domain status:Confirmed TR:Q9XTP4 protein_id:CAA21537.1,44.44,"AT4G28680.1 | Symbols:  | tyrosine decarboxylase, putative | chr4:14155254-14158552 FORWARD",20.27,jgi|Chlre3|116869,13.97,DDB0238162 |Protein| gene: geneDDB0238162 on chromosome: 1 position 4216280 to 4219039,12.8,YCL017C|cysteine desulferase,13.13,3688.m00085 TTHERM_00289080 Pyridoxal-dependent decarboxylase conserved domain containing protein,32.05,b3517 glutamate decarboxylase isozyme (gadA) [4.1.1.15] {Escherichia coli K12-MG1655},13.54,syc1792_d L-2-diaminobutyrate decarboxylase {Synechococcus elongatus PCC 6301},19.32
